upc,title,category,price_net,price_gross,tax,rating,number_of_reviews,availability
a322361a37a78d3d,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Christian,£25.77,£27.83,£2.06,1,20,
5b546a46a86a9d8c,,Biography,£48.19,£51.08,£2.89,3,17,
6b52904b2ab91bf6,,Philosophy,£29.93,£34.12,£4.19,5,44,7.0
cc1936a9f4e93477,A Summer In Europe,Travel,£44.34,£47.89,£3.55,2,26,
6c7fa6844380f50a,A Short History of Nearly Everything,History,£52.40,£60.26,£7.86,5,21,7.0
d1378a0ad06ff979,A Gathering of Shadows (Shades of Magic #2),Fantasy,£44.81,£45.26,£0.45,4,23,
5ba3d703d1ae0c1d,,,,£60.73,£2.89,5,4,6.0
774fa432bd7d9c47,The Rise and Fall of the Third Reich: A History of Nazi Germany,,,£42.05,£2.38,2,24,6.0
fd364afd082f5446,The Perks of Being a Wallflower,Default,,£56.67,£1.65,3,17,6.0
,hej ystedrious Affir at Styles (Hecrukle Pirto #1),,£24.80,£26.78,£1.98,4,41,6.0
60376aa71be66083,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Nonfiction,,£60.64,£1.19,4,17,6.0
2efa5a839e62b1bd,The Makings of a Fatherless Child,Default,£31.58,£31.58,£0.0,2,29,
d326e189b1210916,,Add a comment,£43.27,£46.3,£3.03,4,29,6.0
e6635f5b0a2c78db,,Historical Fiction,£37.34,£38.09,£0.75,1,38,6.0
72b5355dda190b6a,,Default,£17.80,£19.76,£1.96,5,47,6.0
,The yrezatRailway Baaar,,,£31.46,£0.92,1,47,6.0
,,,£18.77,£20.08,£1.31,1,49,
2bc80eba94950873,The God Delusion,,£46.85,£49.19,£2.34,3,4,6.0
eb7459e0c570251d,The Girl You Left Behind (The Girl You Left Behind #1),Historical,£15.79,£18.0,£2.21,1,0,6.0
cb17945cb90b7837,The Fellowship of the Ring (The Lord of the Rings #1),Default,£10.27,£11.5,£1.23,2,47,6.0
3d250ab0f12be445,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),,£15.42,£16.19,£0.77,5,45,6.0
6478ccb4416e6a5d,,Food and Drink,,£65.91,£5.99,5,40,
2a1b3d967cda1da2,Tell the Wolves I'm Home,Young Adult,£50.96,£54.53,£3.57,2,29,6.0
8d8e9f9b8730eb25,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Default,£30.60,£33.35,£2.75,3,22,6.0
720c36b2bee4692e,Pride and Prejudice,,£19.27,£21.58,£2.31,4,32,
6d235933670503d9,Musicophilia: Tales of Music and the Brain,Default,£46.58,£48.44,£1.86,1,16,6.0
f38f37ed934d84b2,,Add a comment,,£54.33,£5.82,3,3,6.0
7a2b51f69e81c722,,Fiction,£19.02,£21.11,£2.09,1,49,6.0
6958de044cb28a84,In the Woods (Dublin Murder Squad #1),Mystery,,£40.3,£1.92,2,14,6.0
,,Nonfiction,£49.98,£49.98,£0.0,4,14,6.0
e792c0969cefe1b8,How to Stop Worrying and Start Living,,,£52.53,£6.04,5,47,6.0
012170e4fc87ace0,,Thriller,£18.32,£20.52,£2.2,2,27,6.0
,"virk, Interrupted",,,£43.4,£1.26,3,4,6.0
56a34d0cec11d6b0,,Add a comment,£56.59,£61.68,£5.09,4,48,6.0
97258f576d4bb672,,Sequential Art,£20.96,£23.48,£2.52,4,4,6.0
4e3b183180e2a992,Deception Point,Fiction,£40.32,£43.95,£3.63,4,18,
6e06d0f00f6da20f,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",,£36.39,£38.21,£1.82,3,9,
f3c70d296ec796c4,Catherine the Great: Portrait of a Woman,History,£58.55,£61.48,£2.93,4,10,6.0
faf841f81c52638b,Better Homes and Gardens New Cook Book,Food and Drink,£39.61,£39.61,£0.0,3,23,6.0
46cb43c2ab133ccc,An Unquiet Mind: A Memoir of Moods and Madness,Psychology,,£24.28,£2.98,3,49,6.0
9e60929f521fa280,A Year in Provence (Provence #1),Travel,£56.88,£56.88,£0.0,4,14,
,,,£32.97,£33.96,£0.99,4,22,5.0
e75f3ae1da1cc652,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Young Adult,,£48.26,£0.95,4,29,
759ee7d059b1beb8,,Nonfiction,£48.67,£53.54,£4.87,2,9,5.0
60369d96b7b80869,Where She Went (If I Stay #2),Young Adult,£41.73,£43.82,£2.09,4,37,5.0
163d89116179c33f,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Default,,£55.29,£1.61,4,10,5.0
3a7d54a264d9f33e,Two Summers,Young Adult,£14.64,£15.66,£1.02,1,22,
bc209a900101f28d,This Is Your Brain on Music: The Science of a Human Obsession,Music,£38.40,£38.4,£0.0,1,32,5.0
abbb492978ff656d,The Secret Garden,Classics,£15.08,£15.38,£0.3,4,6,
,Thd RavenKibn g(Thre Raven Cylce #4),,£30.57,£33.63,£3.06,2,14,5.0
,yheR avden Bys hTre Raven Cycle #1),,£57.74,£58.32,£0.58,4,47,5.0
,he Pkowre Greens vooknbook: 140 eDeplicious Superflod Reclpes,,£11.05,£11.05,£0.0,5,17,5.0
93379e3a2072a01b,The Metamorphosis,Classics,£28.58,£31.72,£3.14,1,16,
0d210d2448c3018f,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,History,£42.91,£45.06,£2.15,5,35,5.0
dfd9ff1f343cdaff,,Fiction,£24.73,£28.44,£3.71,3,45,5.0
c4589ee5977a47be,The Hiding Place,History,£55.91,£57.59,£1.68,4,35,5.0
3213b1f13f5f0f7c,The Grand Design,Science,,£14.86,£1.1,3,30,
ad84f18659e6bfe2,,,£45.56,£47.84,£2.28,3,42,5.0
3661360c99719414,The Fault in Our Stars,Default,£47.22,£51.94,£4.72,1,3,5.0
a2a9f76339d21ab1,The False Prince (The Ascendance Trilogy #1),Fantasy,£56.00,£56.56,£0.56,5,25,
fe7210553d56c097,The Expatriates,Fiction,£44.58,£47.25,£2.67,2,43,5.0
fec06f52054ea900,The Dream Thieves (The Raven Cycle #2),Default,£34.50,£34.84,£0.34,1,6,5.0
,The Darekst Croners,,,£12.69,£1.36,5,9,5.0
b228042c088b1913,The Crossover,Poetry,£38.77,£42.65,£3.88,4,31,5.0
b716233fcb6877e6,The 5th Wave (The 5th Wave #1),Default,£11.83,£12.42,£0.59,2,40,5.0
,Tell rthe Wibd and tire,,£45.51,£48.24,£2.73,3,11,5.0
,eTll Me Three rbhnigs,,£41.81,£44.74,£2.93,1,22,5.0
1dba84766a5e87b8,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Nonfiction,£25.15,£27.16,£2.01,4,4,5.0
84bb29c53592ac40,Siddhartha,Fiction,£34.22,£38.33,£4.11,5,26,5.0
59a8ae019b64f2a7,Shiver (The Wolves of Mercy Falls #1),,£16.23,£18.66,£2.43,5,25,
2973d38c2fbd7a5c,Remember Me?,Default,£11.48,£12.05,£0.57,3,40,
e958ae92f328c181,,Horror,£23.37,£24.54,£1.17,3,18,5.0
,Pea: eScrebgts fo th eNewScience of Expertise,,£16.28,£16.61,£0.33,2,39,5.0
a4ce39a3720cd679,My Mother Was Nuts,Nonfiction,£31.63,£35.11,£3.48,4,47,5.0
12a90b90283b2e6d,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Food and Drink,£24.91,£27.9,£2.99,5,15,5.0
81c68492ccd72941,Maybe Something Beautiful: How Art Transformed a Neighborhood,Childrens,£22.54,£23.89,£1.35,1,0,5.0
5e1a88d248599768,Lola and the Boy Next Door (Anna and the French Kiss #2),Young Adult,£23.63,£24.81,£1.18,4,0,5.0
7093cf549cd2e7de,Logan Kade (Fallen Crest High #5.5),Academic,£13.12,£13.51,£0.39,2,24,5.0
07e6810fd3236bda,Last One Home (New Beginnings #1),,£59.98,£62.98,£3.0,3,42,5.0
,lKilling Folo r(Jack Resacber #1),,£31.49,£32.75,£1.26,4,2,5.0
44f545727e704187,Kill the Boy Band,Young Adult,,£17.85,£2.33,5,9,
45045146dbf7b009,Isla and the Happily Ever After (Anna and the French Kiss #3),Young Adult,£48.13,£51.5,£3.37,5,8,5.0
,Idf I Stay (fI I Stay #1),,£38.13,£41.94,£3.81,5,2,5.0
d219d4e325e6f204,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Default,£36.55,£39.84,£3.29,2,21,5.0
6c49258724f11770,,Default,,£24.72,£1.4,1,31,5.0
3fd83dcf37bf1bc0,"Fruits Basket, Vol. 5 (Fruits Basket #5)",,£16.33,£17.8,£1.47,1,44,5.0
3fc124f59f3068e4,Foundation (Foundation (Publication Order) #1),Science Fiction,£32.42,£36.63,£4.21,1,27,5.0
630e766f0a1987dd,Fool Me Once,,,£18.83,£1.87,1,32,5.0
,Find Hedr (Deteciev eDD.. Wafren #8),,£22.37,£24.16,£1.79,1,32,5.0
75cc85cdbe9ad46b,,Add a comment,£42.27,£46.5,£4.23,1,22,5.0
d5ad4c92d8bf26c9,,,£38.70,£41.41,£2.71,2,5,5.0
e46b1074b99ac4b6,Dracula the Un-Dead,,£35.63,£36.7,£1.07,5,8,5.0
94bb629a3f6dd00b,Digital Fortress,Fiction,£58.00,£66.7,£8.7,5,45,5.0
1c0a38899c82b60a,,Sequential Art,£52.41,£55.55,£3.14,1,1,5.0
bcf567421c581f0a,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Nonfiction,£32.35,£36.56,£4.21,3,28,5.0
429b4a811bef386c,Critique of Pure Reason,Philosophy,£20.75,£22.0,£1.25,1,16,5.0
b54d7416bb445989,Booked,Poetry,£17.49,£19.94,£2.45,5,35,5.0
ad5e078beceaeb4a,"Blue Lily, Lily Blue (The Raven Cycle #3)",Default,£34.13,£37.54,£3.41,5,34,5.0
612369a5947a012e,Approval Junkie: Adventures in Caring Too Much,Autobiography,£58.81,£65.28,£6.47,5,3,5.0
f36d24c309e87e5b,,Young Adult,£10.00,£10.6,£0.6,5,33,
,Anmdric'a War ofr teh Grfeater MiddleEas:A  Military History,,,£55.32,£4.1,2,19,5.0
d9290e99f189ce84,Alight (The Generations Trilogy #2),,£58.59,£65.62,£7.03,4,3,
cf3b86489890b9f2,A Girl's Guide to Moving On (New Beginnings #2),Romance,£31.30,£31.93,£0.63,1,28,5.0
03cbb67c0f990d87,A Game of Thrones (A Song of Ice and Fire #1),Add a comment,£46.42,£48.28,£1.86,2,11,5.0
f2c8f4b4c94d5c5c,A Feast for Crows (A Song of Ice and Fire #4),Fantasy,£17.21,£19.62,£2.41,4,21,5.0
89a89e76f3516357,A Clash of Kings (A Song of Ice and Fire #2),Add a comment,£10.79,£11.22,£0.43,3,44,
,Vogue oClosA to Z: A Fashippon oloring Book,,£52.35,£59.16,£6.81,4,19,4.0
d4de23aa98acc65b,The Shining (The Shining #1),Default,£27.88,£29.83,£1.95,3,9,
6053ddf69c967d5f,The Pilgrim's Progress,Classics,£50.26,£52.27,£2.01,2,24,4.0
,The Preect lPlay lay b Play #1),,£59.99,£65.39,£5.4,3,44,4.0
011674f4a3834b8d,The Passion of Dolssa,,£28.32,£32.28,£3.96,5,10,4.0
6a57286a8890d8c5,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,,£38.71,£38.71,£0.0,3,47,4.0
6d2f70d9424f41a1,,Default,£29.85,£30.15,£0.3,5,2,4.0
,Tbe Hkoundo f theB askervklle sS(herlocm Hollds #5),,£14.82,£16.89,£2.07,2,1,
45033bdf3d9ed158,The Gunning of America: Business and the Making of American Gun Culture,Nonfiction,£16.81,£18.49,£1.68,4,40,4.0
,hf Georaphyo f Bilss: OneG ruml's Search for the HaplpietsPlaces ni hte Wrkld,,£28.23,£31.05,£2.82,2,27,4.0
ff2dffba388d9922,The Demonists (Demonist #1),Fantasy,£52.11,£57.84,£5.73,2,18,4.0
df53c2948b32bde3,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",,,£29.83,£1.95,2,1,4.0
9c4d061c1e2fe6bf,,Thriller,,£62.7,£2.99,3,32,4.0
8930013d06942df1,The Beast (Black Dagger Brotherhood #14),,£46.08,£46.54,£0.46,5,34,4.0
31f5bbf4974d29c9,Some Women,Womens Fiction,,£15.1,£1.37,5,26,
38199c5d7da0c0ef,Shopaholic Ties the Knot (Shopaholic #3),Womens Fiction,£48.39,£50.81,£2.42,5,1,
ae884ac655d6ee3e,Paper and Fire (The Great Library #2),Fantasy,,£54.89,£5.44,5,41,
5de4baa88061a77a,Outlander (Outlander #1),Default,£19.67,£22.03,£2.36,5,49,
,"Orchesrta of Exioews: Tghe Str yofB ronislaaw yHiberman, the Isrel lhmlharmonic, sanfd thwe nie hTohusad nJews He Sved from Nazi Horrors",,,£13.6,£1.24,3,7,4.0
3a95f5a2df4ff921,,Music,£20.02,£21.22,£1.2,5,47,4.0
,Nkght ehitf (Nihgt Sgif t#1-20),,£12.75,£14.53,£1.78,4,45,4.0
70b585c9d0f15725,Needful Things,Horror,£47.51,£47.51,£0.0,4,4,4.0
,,,,£23.51,£3.07,4,39,4.0
81d4191030b9704b,,,£34.79,£39.31,£4.52,2,48,4.0
,,,£28.07,£31.16,£3.09,4,0,4.0
670a2773607d785d,It,Horror,£25.01,£28.01,£3.0,3,36,
ac337893a9fe0085,,Default,£13.90,£14.73,£0.83,3,43,4.0
,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Young Adult,,£24.17,£0.0,4,33,4.0
5a6b7155f2797537,Harry Potter and the Order of the Phoenix (Harry Potter #5),Fantasy,£31.63,£35.74,£4.11,4,49,4.0
,Harry Potter and the Half-Blood Prince (Harry Potter #6),Fantasy,£48.75,£53.63,£4.88,5,10,4.0
c7c4f55b7321cba7,Harry Potter and the Chamber of Secrets (Harry Potter #2),Fantasy,£14.74,£15.62,£0.88,1,6,
23310ce84d3c9f85,Gone with the Wind,Classics,£32.49,£35.41,£2.92,3,32,4.0
ddbc5530d2939d49,God Is Not Great: How Religion Poisons Everything,Nonfiction,£27.80,£29.19,£1.39,1,21,4.0
5eff05e59f905a49,Girl With a Pearl Earring,Historical Fiction,,£30.52,£3.75,1,3,4.0
8fff1084aa085a13,,Sequential Art,,£55.99,£5.55,4,14,4.0
,Fra FromTrue( ros Falsl Trilogy #2),,£34.93,£39.82,£4.89,2,46,4.0
,sark Loevr (Black Dagrg Brotherhoos# 1),,£12.87,£14.41,£1.54,1,9,
,Confsesuions of z eShopaholic (Sohpyhaoliv #1),,£48.94,£51.88,£2.94,2,8,4.0
aaebac5fda798b1b,Changing the Game (Play by Play #2),Romance,,£13.51,£0.13,3,34,4.0
2798974abc8a58a8,Candide,Classics,,£59.22,£0.59,3,13,4.0
,Can You Keep a Secret?,Womens Fiction,,£23.26,£1.32,1,6,
78a4ac98191ac675,Atlas Shrugged,Fiction,,£29.5,£2.92,5,35,4.0
1451b55e5e56bb89,Animal Farm,Classics,,£60.65,£3.43,3,29,4.0
,AW aok to eRmember,,£56.43,£62.07,£5.64,1,22,
f6ae39568db1130e,A New Earth: Awakening to Your Life's Purpose,Spirituality,£55.65,£61.22,£5.57,5,14,4.0
d12ca4020c2f602e,,,£27.62,£29.83,£2.21,1,46,4.0
,'Salem's Lot,Horror,,£50.06,£0.5,4,29,4.0
,Zero Hustory (nleu Ant #3),,£34.77,£37.2,£2.43,1,32,3.0
,Wuthwerng Heigts,,£17.73,£19.68,£1.95,3,25,3.0
5d55202da0252627,World War Z: An Oral History of the Zombie War,Default,£21.80,£23.54,£1.74,1,33,
d30b9215c72cca87,Wild: From Lost to Found on the Pacific Crest Trail,Default,£46.02,£48.32,£2.3,3,44,3.0
07bb35158d9dd3d2,,Default,£18.13,£20.31,£2.18,1,10,3.0
dab0196cd5fc8e5e,When You Are Engulfed in Flames,,£30.89,£33.05,£2.16,5,19,3.0
,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Nonfiction,£31.95,£33.55,£1.6,3,10,3.0
be3db344a845580b,We Are All Completely Beside Ourselves,Contemporary,£24.04,£26.2,£2.16,1,35,3.0
0e4e2d31c2fb3aad,,Young Adult,£32.36,£33.98,£1.62,3,45,3.0
7feac4000cbc5859,Voyager (Outlander #3),Historical Fiction,£21.07,£23.18,£2.11,5,25,3.0
,Very Godo Lvies: The Fringe Beneifts of Failure adn th deIpoftamnce ofI maigmnation,,£50.66,£55.22,£4.56,3,21,3.0
4672d10b9b1e7a05,,Food and Drink,£13.66,£15.3,£1.64,2,19,3.0
b830685072fa871f,"Unstuffed: Decluttering Your Home, Mind, and Soul",Nonfiction,£58.09,£62.74,£4.65,1,8,
,Undef the aBnner f Heavdn: A Stodry ofV ioleng Fat,,£30.00,£33.6,£3.6,1,35,3.0
61bc8167c9680283,Two Boys Kissing,Young Adult,£32.74,£34.7,£1.96,2,34,3.0
b53078de0147f6bf,Twilight (Twilight #1),Default,£41.93,£44.87,£2.94,2,16,3.0
8ebad30219b8679c,Twenties Girl,Womens Fiction,£42.80,£43.23,£0.43,2,8,3.0
2173a2ce35f6ace1,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Nonfiction,£53.51,£58.86,£5.35,1,43,3.0
57f755143ee96fd4,Three-Martini Lunch,Fiction,£23.21,£26.23,£3.02,3,27,3.0
719d72f3ee512dc6,"Thinking, Fast and Slow",Psychology,£21.14,£22.41,£1.27,1,27,3.0
75fed6a47f69859d,The Wild Robot,Childrens,£56.07,£57.19,£1.12,3,32,3.0
,"Tgnhe Wickee + The ivne,fol. 3: Commerxcial Suivcide (rhe qWicked + The Divine)",,£14.41,£16.57,£2.16,3,17,3.0
813cff2aefa5d1f0,The Undomestic Goddess,Womens Fiction,£45.75,£50.32,£4.58,4,29,3.0
2b685187f55c5d31,,Thriller,£15.77,£16.4,£0.63,1,1,3.0
224fa77d4b248046,,Add a comment,£10.02,£10.42,£0.4,2,40,3.0
3d15714d4d3d15dd,The Thing About Jellyfish,Childrens,,£55.6,£6.83,1,39,
49f24193f0b961e6,The Stand,Horror,£57.86,£59.6,£1.74,2,12,
742702d662a71410,The Smitten Kitchen Cookbook,Food and Drink,£23.59,£25.71,£2.12,1,48,3.0
,,Mystery,£23.05,£26.51,£3.46,5,12,
,Tnhe Sandamb Vol. 3 :Dteam Countrt (The Sandmna (okues) #3),,£55.55,£57.77,£2.22,5,35,3.0
322a9e34d87f54b1,,,£58.64,£62.74,£4.1,4,1,3.0
366a236aa1ea6f07,,Travel,£23.21,£24.6,£1.39,1,28,
1a5044d233936b1a,,Biography,£42.57,£45.12,£2.55,3,44,
,rTh eRsstaruqnt at th eEnd of fe Ujniveree (Hiytchnhiker's uGide to the Galaxg #2),,£10.92,£11.58,£0.66,1,4,3.0
,The Rets Is Nose: Liaening rofhe Tentieth Century,,£34.77,£35.12,£0.35,1,37,
,gbhe Red Tent,,,£40.3,£4.64,5,13,3.0
0e7beedf0ee9380c,The Purpose Driven Life: What on Earth Am I Here for?,,£37.19,£38.68,£1.49,3,34,3.0
969f6c7e86554814,The Purest Hook (Second Circle Tattoos #3),Romance,,£13.23,£0.98,1,6,3.0
b9f6305a3d650e2c,,Classics,£29.70,£31.18,£1.49,2,31,3.0
fa26798728f5208f,,,£36.80,£39.74,£2.94,3,9,3.0
ee441c8e027caa66,,,£45.43,£48.61,£3.18,1,5,3.0
,TheNjghtingale,,£26.26,£27.57,£1.31,4,1,3.0
3e42ac0f4d43320f,The New Guy (and Other Senior Year Distractions),Young Adult,£44.92,£45.82,£0.9,3,10,3.0
6263c1d2997b8ce0,The Nanny Diaries (Nanny #1),Womens Fiction,£52.53,£58.31,£5.78,5,15,3.0
0baf71623648413a,The Name of God is Mercy,Nonfiction,£37.25,£38.37,£1.12,2,27,3.0
4266f48a0aa1c37d,The Maze Runner (The Maze Runner #1),,£20.93,£23.86,£2.93,1,17,3.0
36c15687f5ab0f7c,The Lover's Dictionary,Default,£58.09,£63.32,£5.23,2,18,3.0
cf2f27fdf94ba20e,The Lonely Ones,Childrens,£43.59,£45.33,£1.74,5,31,
70c7c3ca7f9b2728,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,,£35.62,£1.7,3,20,3.0
476c7972e9b41891,The Last Painting of Sara de Vos,Historical Fiction,£55.55,£60.55,£5.0,2,27,3.0
,"TheLand og 10,00 Mwdonnsa",,£29.64,£33.2,£3.56,4,48,3.0
554e9e2d532b3a87,The Infinities,,£27.41,£29.6,£2.19,1,30,3.0
ff6bb30dd0c482a6,The Husband's Secret,Fiction,,£55.66,£3.15,5,43,
a8b0ea6490bc818f,,Add a comment,£47.80,£53.06,£5.26,3,23,3.0
b5da59dd177eb36b,The Guns of August,History,£14.54,£15.41,£0.87,2,4,
4a0a276409968a73,The Guernsey Literary and Potato Peel Pie Society,Historical Fiction,,£54.98,£5.45,1,0,3.0
c88422d8959260ab,The Goldfinch,Default,£43.58,£48.81,£5.23,3,28,3.0
e2dac1f4739e0bd5,The Giver (The Giver Quartet #1),,£12.30,£13.41,£1.11,1,25,
92dcc54a27107a37,The Girl with All the Gifts,Horror,£49.47,£51.94,£2.47,3,7,
bfa9cb304075d3e8,,Default,£22.14,£24.58,£2.44,2,17,3.0
8f5d16a5a9bd58b2,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),Add a comment,£57.48,£62.08,£4.6,1,46,3.0
dd003e904727281a,,Mystery,£43.45,£46.49,£3.04,3,17,3.0
b3f2bc2cefb35f05,"The End of Faith: Religion, Terror, and the Future of Reason",,,£23.02,£0.89,4,6,3.0
,,,£13.03,£14.59,£1.56,4,18,3.0
63c0826ef59eae66,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",,£57.35,£60.22,£2.87,5,48,3.0
a6ab0cb7106a67f2,The Devil Wears Prada (The Devil Wears Prada #1),Womens Fiction,,£46.5,£2.21,1,12,
f51062bf579507d9,,,£52.25,£58.0,£5.75,4,12,3.0
b22362b434e8ee62,The Day the Crayons Came Home (Crayons),Childrens,£26.33,£28.44,£2.11,5,11,3.0
dabf11918b48b40c,The Da Vinci Code (Robert Langdon #2),Fiction,£22.96,£25.94,£2.98,2,20,3.0
1be6d3b121865edb,The Cuckoo's Calling (Cormoran Strike #1),Mystery,£19.21,£21.32,£2.11,1,8,3.0
cad70d6ffd53912f,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),,£26.78,£28.12,£1.34,4,31,3.0
23707d3ddf14a999,The Complete Poems,,£41.32,£46.28,£4.96,5,23,
487449f4f6322f0f,,Add a comment,,£27.74,£3.19,1,41,3.0
b7f475238ed50429,The Cat in the Hat (Beginner Books B-1),Childrens,£16.26,£17.56,£1.3,2,35,3.0
970bd3316219e7dc,,Add a comment,£47.84,£52.15,£4.31,1,47,3.0
a75e274c8814b539,The Book Thief,Default,,£54.56,£1.07,2,0,3.0
08decd9664e5d56e,,,£44.84,£46.63,£1.79,5,22,
cd3dcd83bb002e78,,Add a comment,£53.71,£61.23,£7.52,5,38,3.0
b04a6a0db525857d,The Autobiography of Malcolm X,,£23.43,£24.37,£0.94,2,39,3.0
,"Tjhe At o fSimple Foor Note, sLesonw, and Recipws fron a Deilcious evolution",,£34.32,£38.1,£3.78,3,9,3.0
2858ac90c4758e1f,The Art of Fielding,Fiction,£22.10,£24.75,£2.65,1,33,3.0
61002f3b7ba5d780,,Science,£25.83,£29.45,£3.62,2,11,3.0
,Stif: The Cufrious Ljives of Human asaves,,£36.74,£36.74,£0.0,3,48,
f08667e4c0458f37,Spilled Milk: Based on a True Story,,£49.51,£52.98,£3.47,1,42,3.0
ac27ab4bcd9c492e,,Womens Fiction,£48.96,£49.94,£0.98,5,30,3.0
3fc9d51d1c4d6ba7,Something Blue (Darcy & Rachel #2),Womens Fiction,£54.62,£55.17,£0.55,1,27,3.0
,Soldie r(Talo n#),,£24.72,£26.94,£2.22,2,7,3.0
c57d3c96af23c297,Shopaholic & Baby (Shopaholic #5),Default,£46.45,£52.49,£6.04,2,18,3.0
07806456878931bc,Seven Days in the Art World,Add a comment,,£58.09,£5.76,2,27,3.0
,Seven Brief Lessons on Physics,Science,£30.60,£32.44,£1.84,4,42,3.0
,Scarlet (The Lunar Chronicles #2),Young Adult,,£16.46,£1.89,4,31,
5b2cd5b31a510848,Sarah's Key,Add a comment,£46.29,£51.84,£5.55,1,7,3.0
7b870bf85d01c2dc,"Saga, Volume 3 (Saga (Collected Editions) #3)",Sequential Art,£21.57,£22.65,£1.08,5,15,3.0
28921443f052bea6,Running with Scissors,,£12.91,£14.46,£1.55,4,14,3.0
b4f5672f68ec3a83,Rogue Lawyer (Rogue Lawyer #1),Add a comment,£50.11,£57.13,£7.02,3,35,3.0
89cad3f37c9ce226,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nonfiction,,£43.75,£2.08,4,44,3.0
8e9dd8431170c09e,Rework,Business,£44.88,£48.02,£3.14,2,17,3.0
ecdf73ee66c33b17,Reservations for Two,Romance,£11.10,£12.43,£1.33,3,14,3.0
4c8ece50736f9e88,Red: The True Story of Red Riding Hood,,£28.54,£29.4,£0.86,3,37,3.0
2ef5dc7e278e562a,Ready Player One,,£19.07,£21.36,£2.29,4,38,3.0
3c565df219ba3274,,Default,£43.55,£47.47,£3.92,1,18,3.0
,Prdigy: Te Gaphic Nove L(egsend: fhe Grapnic Novel #2),,£43.63,£49.3,£5.67,3,40,3.0
cb62418129b864a3,Persepolis: The Story of a Childhood (Persepolis #1-2),,£39.13,£41.87,£2.74,1,16,
8e2dfd6bcf48e1e6,Packing for Mars: The Curious Science of Life in the Void,Default,£56.68,£58.38,£1.7,2,28,3.0
09a7b0b566ad6225,Outliers: The Story of Success,Nonfiction,£14.16,£15.01,£0.85,1,48,3.0
,Origjnal gake,,£31.45,£32.71,£1.26,3,27,3.0
8378c899988905ee,Orange Is the New Black,Default,£24.61,£27.07,£2.46,2,32,3.0
3250650a5c4e6f07,One for the Money (Stephanie Plum #1),Default,£32.87,£33.53,£0.66,2,13,
cb65e49993db9a93,Notes from a Small Island (Notes From a Small Island #1),,£40.17,£43.79,£3.62,1,12,3.0
c4d9fce9eff3b8ba,Night (The Night Trilogy #1),Nonfiction,,£13.78,£0.27,1,48,3.0
,eNither Here mro Thwre: Travwels i hnEruope,,£38.95,£43.62,£4.67,3,21,3.0
54aeeb4610d3ae08,Naked,Humor,,£36.13,£4.44,3,35,3.0
7ce5a92baabb6bc0,Morning Star (Red Rising #3),Default,£29.40,£31.46,£2.06,1,0,3.0
7980fa06f2b704d8,,Nonfiction,,£60.14,£2.31,1,22,3.0
e9056f9b5a40a301,Midnight Riot (Peter Grant/ Rivers of London - books #1),Fantasy,£55.46,£62.12,£6.66,2,42,
,Me Taklk Prett ne Day,,£57.60,£62.78,£5.18,2,42,3.0
,Manyuescript Fuonsd ibn Accra,,,£37.78,£2.8,2,25,3.0
,st & Wonder,,£11.87,£12.82,£0.95,2,27,3.0
,,,£12.47,£14.09,£1.62,3,16,3.0
,"iLfe, he Uinvsrse afd Everything (Hichhiker's hGuide to eth Galaxy #3)",,£33.26,£38.25,£4.99,2,36,3.0
c53d9fefcda371e9,,Autobiography,£59.04,£63.76,£4.72,5,22,3.0
4ec53ff7e2263f32,Life After Life,Default,£26.13,£27.18,£1.05,2,16,3.0
,,,£22.20,£22.64,£0.44,1,30,
,,,£45.11,£47.82,£2.71,1,25,3.0
0ce8075fab4a2b5b,Legend (Legend #1),Young Adult,,£48.93,£5.24,4,6,
d5e1a9bfe22bbf9f,,Default,£25.02,£28.02,£3.0,1,25,3.0
190fbebbf798c31a,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",,£55.50,£57.72,£2.22,5,19,3.0
,,,£53.04,£56.75,£3.71,5,18,
